source	candidate	gene_or_target	compound	call	pass_count	failed_gates	reachable_modality	direct_or_foundation_or_response	cross_disease_state	ms_anchor	genetic_or_target_resolution	prior_not_blocked	safety_direction_clear	source_not_demoted	score	blocker_text	mechanism	modality	direction
wave81_perturbation_first	CREB1	CREB1		NO_MODALITY_FIRST_CANDIDATE	3	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution	False	False	False	False	False	True	True	True	2.0	nan nan candidate lacks direct perturbation or model support 			
wave81_perturbation_first	CSF1	CSF1		NO_MODALITY_FIRST_CANDIDATE	3	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution	False	False	False	False	False	True	True	True	2.0	nan nan candidate lacks direct perturbation or model support 			
wave81_perturbation_first	CUL1	CUL1		NO_MODALITY_FIRST_CANDIDATE	3	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution	False	False	False	False	False	True	True	True	2.0	nan nan candidate lacks direct perturbation or model support 			
wave81_perturbation_first	ELK1	ELK1		NO_MODALITY_FIRST_CANDIDATE	3	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution	False	False	False	False	False	True	True	True	2.0	nan nan candidate lacks direct perturbation or model support 			
wave81_perturbation_first	FADD	FADD		NO_MODALITY_FIRST_CANDIDATE	3	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution	False	False	False	False	False	True	True	True	2.0	nan nan candidate lacks direct perturbation or model support 			
wave81_perturbation_first	FYN	FYN		NO_MODALITY_FIRST_CANDIDATE	3	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution	False	False	False	False	False	True	True	True	2.0	nan nan candidate lacks direct perturbation or model support 			
wave81_perturbation_first	GLA	GLA		NO_MODALITY_FIRST_CANDIDATE	3	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution	False	False	False	False	False	True	True	True	2.0	nan nan candidate lacks direct perturbation or model support 			
wave81_perturbation_first	H1F0	H1F0		NO_MODALITY_FIRST_CANDIDATE	3	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution	False	False	False	False	False	True	True	True	2.0	nan nan candidate lacks direct perturbation or model support 			
wave81_perturbation_first	HERC5	HERC5		NO_MODALITY_FIRST_CANDIDATE	3	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution	False	False	False	False	False	True	True	True	2.0	nan nan candidate lacks direct perturbation or model support 			
wave81_perturbation_first	HES4	HES4		NO_MODALITY_FIRST_CANDIDATE	3	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution	False	False	False	False	False	True	True	True	2.0	nan nan candidate lacks direct perturbation or model support 			
wave81_perturbation_first	ID1	ID1		NO_MODALITY_FIRST_CANDIDATE	3	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution	False	False	False	False	False	True	True	True	2.0	nan nan candidate lacks direct perturbation or model support 			
wave81_perturbation_first	ID3	ID3		NO_MODALITY_FIRST_CANDIDATE	3	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution	False	False	False	False	False	True	True	True	2.0	nan nan candidate lacks direct perturbation or model support 			
wave81_perturbation_first	IKBKB	IKBKB		NO_MODALITY_FIRST_CANDIDATE	3	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution	False	False	False	False	False	True	True	True	2.0	nan nan candidate lacks direct perturbation or model support 			
wave81_perturbation_first	IKBKG	IKBKG		NO_MODALITY_FIRST_CANDIDATE	3	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution	False	False	False	False	False	True	True	True	2.0	nan nan candidate lacks direct perturbation or model support 			
wave81_perturbation_first	IRF3	IRF3		NO_MODALITY_FIRST_CANDIDATE	3	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution	False	False	False	False	False	True	True	True	2.0	nan nan candidate lacks direct perturbation or model support 			
wave81_perturbation_first	IRF9	IRF9		NO_MODALITY_FIRST_CANDIDATE	3	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution	False	False	False	False	False	True	True	True	2.0	nan nan candidate lacks direct perturbation or model support 			
wave81_perturbation_first	ITCH	ITCH		NO_MODALITY_FIRST_CANDIDATE	3	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution	False	False	False	False	False	True	True	True	2.0	nan nan candidate lacks direct perturbation or model support 			
wave81_perturbation_first	KIN	KIN		NO_MODALITY_FIRST_CANDIDATE	3	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution	False	False	False	False	False	True	True	True	2.0	nan nan candidate lacks direct perturbation or model support 			
wave81_perturbation_first	MAFB	MAFB		NO_MODALITY_FIRST_CANDIDATE	3	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution	False	False	False	False	False	True	True	True	2.0	nan nan candidate lacks direct perturbation or model support 			
wave81_perturbation_first	MAP2K3	MAP2K3		NO_MODALITY_FIRST_CANDIDATE	3	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution	False	False	False	False	False	True	True	True	2.0	nan nan candidate lacks direct perturbation or model support 			
wave81_perturbation_first	MAPK9	MAPK9		NO_MODALITY_FIRST_CANDIDATE	3	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution	False	False	False	False	False	True	True	True	2.0	nan nan candidate lacks direct perturbation or model support 			
wave81_perturbation_first	MCRS1	MCRS1		NO_MODALITY_FIRST_CANDIDATE	3	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution	False	False	False	False	False	True	True	True	2.0	nan nan candidate lacks direct perturbation or model support 			
wave81_perturbation_first	PARP12	PARP12		NO_MODALITY_FIRST_CANDIDATE	3	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution	False	False	False	False	False	True	True	True	2.0	nan nan candidate lacks direct perturbation or model support 			
wave81_perturbation_first	POU2F1	POU2F1		NO_MODALITY_FIRST_CANDIDATE	3	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution	False	False	False	False	False	True	True	True	2.0	nan nan candidate lacks direct perturbation or model support 			
wave81_perturbation_first	PRKDC	PRKDC		NO_MODALITY_FIRST_CANDIDATE	3	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution	False	False	False	False	False	True	True	True	2.0	nan nan candidate lacks direct perturbation or model support 			
wave81_perturbation_first	RAP1GAP	RAP1GAP		NO_MODALITY_FIRST_CANDIDATE	3	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution	False	False	False	False	False	True	True	True	2.0	nan nan candidate lacks direct perturbation or model support 			
wave81_perturbation_first	RAPGEF1	RAPGEF1		NO_MODALITY_FIRST_CANDIDATE	3	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution	False	False	False	False	False	True	True	True	2.0	nan nan candidate lacks direct perturbation or model support 			
wave81_perturbation_first	RARRES3	RARRES3		NO_MODALITY_FIRST_CANDIDATE	3	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution	False	False	False	False	False	True	True	True	2.0	nan nan candidate lacks direct perturbation or model support 			
wave81_perturbation_first	REPIN1	REPIN1		NO_MODALITY_FIRST_CANDIDATE	3	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution	False	False	False	False	False	True	True	True	2.0	nan nan candidate lacks direct perturbation or model support 			
wave81_perturbation_first	RNF14	RNF14		NO_MODALITY_FIRST_CANDIDATE	3	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution	False	False	False	False	False	True	True	True	2.0	nan nan candidate lacks direct perturbation or model support 			
wave81_perturbation_first	SMPD1	SMPD1		NO_MODALITY_FIRST_CANDIDATE	3	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution	False	False	False	False	False	True	True	True	2.0	nan nan candidate lacks direct perturbation or model support 			
wave81_perturbation_first	SOX2	SOX2		NO_MODALITY_FIRST_CANDIDATE	3	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution	False	False	False	False	False	True	True	True	2.0	nan nan candidate lacks direct perturbation or model support 			
wave81_perturbation_first	STAT1	STAT1		NO_MODALITY_FIRST_CANDIDATE	3	reachable_modality;direct_or_foundation_or_response;ms_anchor;genetic_or_target_resolution;prior_not_blocked	False	False	True	False	False	False	True	True	2.0	JAK/IFN broad immunosuppression/prior art PARK_PRIOR_ART_OR_HOST_DEFENSE_PENALIZED JAK/IFN broad immunosuppression/prior art nan nan nan True  |  | weak_reachability;no_strong_ms_anchor;manual_or_prior_blocker |  | weak_reachability;no_strong_ms_anchor;manual_or_prior_blocker |  | insufficient_breadth; not_surface_secreted_extracellular_by_uniprot; no_druggability_route; generic_ifn_cytokine_or_chemokine_axis | NO_GO_GENERIC_IFN_TRANSCRIPTION_AXIS |  |  |   NO_GO_GENERIC_IFN_TRANSCRIPTION_AXIS NO_GO_RESPONSE_SIGNAL_NOT_SHARED_ACROSS_DISEASES PARK_PRIOR_ART_OR_HOST_DEFENSE_PENALIZED JAK/IFN bro			
wave81_perturbation_first	STAT5A	STAT5A		NO_MODALITY_FIRST_CANDIDATE	3	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution	False	False	False	False	False	True	True	True	2.0	nan nan candidate lacks direct perturbation or model support 			
wave81_perturbation_first	TAPBPL	TAPBPL		NO_MODALITY_FIRST_CANDIDATE	3	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution	False	False	False	False	False	True	True	True	2.0	nan nan candidate lacks direct perturbation or model support 			
wave81_perturbation_first	TRAF2	TRAF2		NO_MODALITY_FIRST_CANDIDATE	3	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution	False	False	False	False	False	True	True	True	2.0	nan nan candidate lacks direct perturbation or model support 			
wave81_perturbation_first	TRAF3	TRAF3		NO_MODALITY_FIRST_CANDIDATE	3	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution	False	False	False	False	False	True	True	True	2.0	nan nan candidate lacks direct perturbation or model support 			
wave81_perturbation_first	UBA7	UBA7		NO_MODALITY_FIRST_CANDIDATE	3	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution	False	False	False	False	False	True	True	True	2.0	nan nan candidate lacks direct perturbation or model support 			
wave81_perturbation_first	ZC3H3	ZC3H3		NO_MODALITY_FIRST_CANDIDATE	3	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution	False	False	False	False	False	True	True	True	2.0	nan nan candidate lacks direct perturbation or model support 			
wave81_perturbation_first	ZFP36	ZFP36		NO_MODALITY_FIRST_CANDIDATE	3	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution	False	False	False	False	False	True	True	True	2.0	nan nan candidate lacks direct perturbation or model support 			
wave81_perturbation_first	ZNF22	ZNF22		NO_MODALITY_FIRST_CANDIDATE	3	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution	False	False	False	False	False	True	True	True	2.0	nan nan candidate lacks direct perturbation or model support 			
wave81_perturbation_first	ZNF267	ZNF267		NO_MODALITY_FIRST_CANDIDATE	3	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution	False	False	False	False	False	True	True	True	2.0	nan nan candidate lacks direct perturbation or model support 			
wave81_perturbation_first	ZNFX1	ZNFX1		NO_MODALITY_FIRST_CANDIDATE	3	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution	False	False	False	False	False	True	True	True	2.0	nan nan candidate lacks direct perturbation or model support 			
wave81_perturbation_first	DAB2	DAB2		NO_MODALITY_FIRST_CANDIDATE	2	reachable_modality;cross_disease_state;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	False	True	False	True	False	False	False	False	9.0	nan NO_REOPEN_INSUFFICIENT_CONVERGENCE perturbation/model support exists but critical MS/genetics/modality/direction gates fail 	wave37:KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR		
wave81_perturbation_first	CD9	CD9		NO_MODALITY_FIRST_CANDIDATE	2	reachable_modality;cross_disease_state;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	False	True	False	True	False	False	False	False	8.0	nan NO_REOPEN_INSUFFICIENT_CONVERGENCE perturbation/model support exists but critical MS/genetics/modality/direction gates fail 	wave37:KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR		
wave83_modality_class	MED16_MEDIATOR_MODULE	MED16		NO_MODALITY_FIRST_CANDIDATE	2	cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	True	True	False	False	False	False	False	False	6.6	The real Med16_KO signal is strong, but the route lacks a target-specific MS anchor and a safe selective druggable handle; practical Mediator/CDK8/19 modulation risks broad transcriptional or oncology-like toxicity. WETLAB_ONLY_MED16_SELECTIVE_NONDRUGGABLE_ROUTE cross_disease_cellstate;ms_anchor;genetic_or_target_resolution;safety_direction_clear;fewer_than_two_support_channels 	drug Mediator regulatory machinery, ideally via a selective CDK8/19 or Mediator-module strategy	small molecule or genetic perturbation depending on route	drug Mediator regulatory machinery, ideally via a selective CDK8/19 or Mediator-module strategy
wave81_perturbation_first	BIRC3	BIRC3		NO_MODALITY_FIRST_CANDIDATE	2	reachable_modality;direct_or_foundation_or_response;cross_disease_state;genetic_or_target_resolution;prior_not_blocked;source_not_demoted	False	False	False	True	False	False	True	False	6.0	nan NO_REOPEN_INSUFFICIENT_CONVERGENCE candidate lacks direct perturbation or model support 			
wave81_perturbation_first	BLK	BLK		NO_MODALITY_FIRST_CANDIDATE	2	cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	True	True	False	False	False	False	False	False	6.0	nan NO_REOPEN_INSUFFICIENT_CONVERGENCE perturbation/model support exists but critical MS/genetics/modality/direction gates fail nan nan nan False  |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | insufficient_independent_convergence_after_guardrails |  |  |  |   	wave37:KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	candidate modality channel	
wave81_perturbation_first	CLEC7A	CLEC7A		NO_MODALITY_FIRST_CANDIDATE	2	reachable_modality;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	False	True	True	False	False	False	False	False	6.0	nan NO_REOPEN_INSUFFICIENT_CONVERGENCE perturbation/model support exists but critical MS/genetics/modality/direction gates fail nan nan nan False  |  |  |  |  |  |  |  |  |  |   	wave37:KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR		
wave81_perturbation_first	FAM49B	FAM49B		NO_MODALITY_FIRST_CANDIDATE	2	reachable_modality;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	False	True	True	False	False	False	False	False	6.0	nan NO_REOPEN_INSUFFICIENT_CONVERGENCE perturbation/model support exists but critical MS/genetics/modality/direction gates fail 	wave37:KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR		
wave81_perturbation_first	LRRC61	LRRC61		NO_MODALITY_FIRST_CANDIDATE	2	reachable_modality;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	False	True	True	False	False	False	False	False	6.0	nan NO_REOPEN_INSUFFICIENT_CONVERGENCE perturbation/model support exists but critical MS/genetics/modality/direction gates fail 	wave37:KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR		
wave81_perturbation_first	LYN	LYN		NO_MODALITY_FIRST_CANDIDATE	2	reachable_modality;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	False	True	True	False	False	False	False	False	6.0	nan NO_REOPEN_INSUFFICIENT_CONVERGENCE perturbation/model support exists but critical MS/genetics/modality/direction gates fail 			
wave81_perturbation_first	MYC	MYC		NO_MODALITY_FIRST_CANDIDATE	2	direct_or_foundation_or_response;cross_disease_state;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	True	False	False	True	False	False	False	False	6.0	nan NO_REOPEN_INSUFFICIENT_CONVERGENCE candidate lacks direct perturbation or model support nan nan nan False  |  | weak_reachability;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | weak_reachability;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | insufficient_independent_convergence_after_guardrails |  |  |  |  nan   NO_REOPEN_INSUFFICIENT_CONVERGENCE candidate lacks direct perturbation or model support NO_GO_WAVE62_TARGET_RESOLUTION		candidate modality channel	
wave83_modality_class	SEL1L3_TARGETABILITY	SEL1L3		NO_MODALITY_FIRST_CANDIDATE	2	reachable_modality;direct_or_foundation_or_response;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	False	False	True	True	False	False	False	False	5.7	insufficient target-level convergence after strict gates NO_GO_TARGETABILITY_SHORTLIST_NODE reachable_modality;genetic_or_target_resolution;prior_not_blocked;source_audit_not_promotional;no_perturbation_model_response_or_biochemistry;fewer_than_two_support_channels nan nan nan True  |  | weak_reachability;no_positive_perturbation_or_response_direction;manual_or_prior_blocker;no_high_confidence_directional_support |  | weak_reachability;no_positive_perturbation_or_response_direction;manual_or_prior_blocker;no_high_confidence_directional_support |  | insufficient_breadth; reachable protein class	SEL1L3 targetability shortlist route	undercharacterized_membrane_marker	target-specific modulation unresolved
wave83_modality_class	GALC_LYSOSOMAL_SPHINGOLIPID	GALC		NO_MODALITY_FIRST_CANDIDATE	2	direct_or_foundation_or_response;cross_disease_state;ms_anchor;prior_not_blocked;safety_direction_clear;source_not_demoted	True	False	False	False	True	False	False	False	5.5	foundation_model_support; strict_ms_white_matter; module_specific_residual; real_perturbation_or_efferocytosis; directionality_safe_and_selective; prior_art_not_blocking NO_GO_LYSOSOMAL_MODEL_REOPENER ms_anchor;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;no_perturbation_model_response_or_biochemistry;fewer_than_two_support_channels nan nan loss of GALC causes Krabbe disease, so inhibition is biologically unsafe; activation/restoration modality for inflammatory autoimmune lesions is unproven True  |  | weak_reachability;no_positive_perturbation_or_response_direction;ma	GALC lysosomal or sphingolipid modulation	enzyme, small molecule, or gene therapy depending on target	restore lysosomal lipid handling without host-defense or storage-disease risk
wave83_modality_class	ahr_tryptophan	AHR		NO_MODALITY_FIRST_CANDIDATE	2	direct_or_foundation_or_response;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	True	False	True	False	False	False	False	False	5.5	AHR/IDO/kynurenine immunoregulation is broad, crowded, and often immunosuppressive rather than a selective barrier-repair control. NO_GO ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;no_perturbation_model_response_or_biochemistry;fewer_than_two_support_channels      no_target_resolved_coloc_or_mr     	AHR / tryptophan-kynurenine sensing	AHR agonists/antagonists and IDO/TDO enzyme inhibitors exist; route direction is disease- and ligand-context dependent	unclear: AHR/IDO can be tolerogenic, but high IDO1/KYNU is also an IFN/APC activation readout
wave83_modality_class	CFB_FACTOR_B_INHIBITION	CFB		NO_MODALITY_FIRST_CANDIDATE	2	direct_or_foundation_or_response;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	True	False	True	False	False	False	False	False	5.1	Direct prior art: iptacopan/LNP023 in IgA nephropathy and complement diseases; Google Patents factor B inhibitor method claims.; Encapsulated-bacteria infection risk, complement host defense, kidney/complement indication crowding. Use as druggability/prior-art comparator only. ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;no_perturbation_model_response_or_biochemistry;fewer_than_two_support_channels 	Factor B inhibition of alternative complement amplification	Secreted complement alternative-pathway serine protease; strong ChEMBL activity landscape; oral factor B inhibitors exist.	Inhibit factor B / alternative complement amplification.
wave83_modality_class	FMNL2_RESIDUAL_ROUTE	FMNL2		NO_MODALITY_FIRST_CANDIDATE	2	reachable_modality;direct_or_foundation_or_response;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	False	False	True	True	False	False	False	False	5.1	no_reachable_modality;no_genetic_target_resolution;no_fdr_response_support NO_GO_NO_CREDIBLE_INTERVENTION_ROUTE reachable_modality;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;no_perturbation_model_response_or_biochemistry;fewer_than_two_support_channels 	intracellular actin regulator, no target-resolved genetics, no local ChEMBL route, not surface/secreted despite broad recurrence	no selective FMNL2 route; broad formin/actin modulation would be toxic and nonselective	unresolved; actin/migration expression signal does not specify safe suppression vs restoration
wave83_modality_class	LRRC61_RESIDUAL_ROUTE	LRRC61		NO_MODALITY_FIRST_CANDIDATE	2	reachable_modality;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	False	True	True	False	False	False	False	False	5.1	no_reachable_modality;no_genetic_target_resolution;no_ms_anchor;no_fdr_response_support NO_GO_NO_CREDIBLE_INTERVENTION_ROUTE reachable_modality;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;fewer_than_two_support_channels 	broad expression recurrence without MS anchor or druggability; prior Wave71 flags too few guides and no ChEMBL route	none credible from local artifacts	unresolved
wave83_modality_class	s1p_receptors	S1P		NO_MODALITY_FIRST_CANDIDATE	2	direct_or_foundation_or_response;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	True	False	True	False	False	False	False	False	5.1	Approved MS and UC S1P modulators make this direct broad immunosuppressive trafficking prior art. NO_GO ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;no_perturbation_model_response_or_biochemistry;fewer_than_two_support_channels 	S1P receptor trafficking / barrier axis	approved/clinical S1P receptor modulators exist	functionally antagonize S1PR1 lymphocyte egress or tune S1P barrier tone; this is not APC-state selective
wave83_modality_class	scfa_ffar_hcar	SCFA		NO_MODALITY_FIRST_CANDIDATE	2	direct_or_foundation_or_response;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	True	False	True	False	False	False	False	False	5.1	Microbiome/SCFA and niacin anti-inflammatory routes are crowded and hard to make target-selective. NO_GO ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;no_perturbation_model_response_or_biochemistry;fewer_than_two_support_channels 	SCFA receptors FFAR2/FFAR3/HCAR2	SCFAs, niacin/HCAR2 agonism, and synthetic GPCR ligands exist, but selectivity and exposure are weak	activate gut-local SCFA/HCAR anti-inflammatory barrier signaling if disease-tissue target engagement is real
wave126_l1000_reversal	BRD-A20968261	SLC1A2	WAY-213613	NO_MODALITY_FIRST_CANDIDATE	2	direct_or_foundation_or_response;cross_disease_state;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	True	False	False	True	False	False	False	False	5.0	recurrent_reversal;selective_vs_generic_ifn;mechanism_class_relevant;promotion_gate_open PARK_REVIEW non-obvious target requires prior-art and safety review NO_GO nan nan nan False  |  | weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor |  | weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor |  | insufficient_independent_convergence_after_guardrails |  |  |  |       	Glutamate inhibitor	small molecule L1000 reversal	reverse disease-state signature
wave126_l1000_reversal	BRD-K08502430	EGFR	angiogenesis-inhibitor	NO_MODALITY_FIRST_CANDIDATE	2	direct_or_foundation_or_response;cross_disease_state;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	True	False	False	True	False	False	False	False	5.0	recurrent_reversal;selective_vs_generic_ifn;mechanism_class_relevant;promotion_gate_open PARK_REVIEW non-obvious target requires prior-art and safety review NO_GO nan nan nan False  |  | weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | insufficient_independent_convergence_after_guardrails |  |  |  |       	Angiogenesis inhibitor	small molecule L1000 reversal	reverse disease-state signature
wave126_l1000_reversal	BRD-K85402309	EGFR	dovitinib	NO_MODALITY_FIRST_CANDIDATE	2	direct_or_foundation_or_response;cross_disease_state;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	True	False	False	True	False	False	False	False	5.0	recurrent_reversal;selective_vs_generic_ifn;mechanism_class_relevant;promotion_gate_open PARK_REVIEW non-obvious target requires prior-art and safety review NO_GO nan nan nan False  |  | weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | insufficient_independent_convergence_after_guardrails |  |  |  |       	EGFR inhibitor	small molecule L1000 reversal	reverse disease-state signature
wave126_l1000_reversal	BRD-K87947369	FLT3	tozasertib	NO_MODALITY_FIRST_CANDIDATE	2	direct_or_foundation_or_response;cross_disease_state;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	True	False	False	True	False	False	False	False	5.0	recurrent_reversal;selective_vs_generic_ifn;mechanism_class_relevant;promotion_gate_open PARK_REVIEW non-obvious target requires prior-art and safety review NO_GO nan nan nan False  |  | no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | insufficient_independent_convergence_after_guardrails |  |  |  |  nan     	JAK inhibitor	small molecule L1000 reversal	reverse disease-state signature
wave83_modality_class	CXCR2_TARGETED_ROUTE	CXCR2		NO_MODALITY_FIRST_CANDIDATE	2	cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	True	True	False	False	False	False	False	False	5.0	ms_external_genetic_anchor; strict_ms_white_matter_anchor; real_perturbation_or_efferocytosis; module_specific_not_generic_immunology; prior_art_not_blocking NO_GO_WAVE58_TARGETED_AUDIT ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;fewer_than_two_support_channels nan nan nan True  |  | no_strong_ms_anchor;manual_or_prior_blocker;prior_branch_closed:neutrophil_chemokine_axis_prior_art_and_safety | neutrophil_chemokine_axis_prior_art_and_safety | no_strong_ms_anchor;manual_or_prior_blocker;prior_branch_closed:neutrophil_chemokine_axi	CXCR2 targeted autoimmune route	small molecule or biologic depending on target	inhibit/rebalance immune signaling
